Beam_Current,Cooling_Time,Collection_Time,Distance,Irradiation_Time,Total_Time
9.999999999999633e-06,6156.248901147213,331.8153858688889,5.0,300.7425691526391,6788.8068561687405
1e-05,6152.5284385330415,331.71951491971123,5.0,301.17161274257927,6785.419566195332
1e-05,6131.689253515824,329.2795547757084,5.0,301.3786205883545,6762.347428879887
1e-05,6027.664225042966,317.17816834512695,5.0,302.42771419619254,6647.270107584286
1e-05,5511.625923209958,258.4050497413892,5.0,308.6923525812314,6078.723325532579
8.550421664596961e-06,3739.9777302255898,100.0,5.0,375.09583541736646,4215.073565642956
1.000000026024739e-09,1587.5647219967905,100.0,5.0,667.3192070327527,2354.883929029543
2.2171448208357176e-08,120.0002030944429,100.0,5.0,866.5148582167617,1086.5150613112046
9.99999999999999e-10,120.00024063080376,716.142667394453,5.0,1565.1511132046546,2401.2940212299113
1.0000057167079822e-09,120.0,706.4313698503234,5.0,1554.2569179727234,2380.6882878230467
9.99999999999999e-10,120.00021858781864,699.5409034375953,5.0,1546.185243930161,2365.7263659555747
9.99999999999999e-10,120.00004813650823,699.5189310396229,5.0,1546.1579295158867,2365.6769086920176
9.99999999999999e-10,120.00019805614801,699.5077825869392,5.0,1546.1427645379786,2365.6507451810658
9.99999999999999e-10,120.00020425783924,699.4903534597895,5.0,1546.1157144840813,2365.60627220171
9.99999999999999e-10,120.00040948370818,699.4886405699374,5.0,1546.1129858760128,2365.602035929658
1.0000028902869458e-09,120.0,699.4834150547265,5.0,1546.1048183233183,2365.5882333780446
9.99999999999999e-10,120.00073726840137,699.4776671797242,5.0,1546.0956386583557,2365.5740431064814
9.99999999999999e-10,120.00035151259247,699.4666599553562,5.0,1546.0783011114104,2365.5453125793592
1.0000068757456578e-09,120.0,699.455729752066,5.0,1546.0612209039045,2365.5169506559705
9.99999999999999e-10,120.00024917917423,699.4563459629967,5.0,1546.0620683389275,2365.5186634810984
1.000000335966823e-09,120.0,699.44549537403,5.0,1546.0450357182467,2365.490531092277
9.99999999999999e-10,120.0010869540166,699.4559554032817,5.0,1546.06041496296,2365.5174573202585
9.99999999999999e-10,120.00001880010335,695.488603949946,5.0,1539.827813972765,2355.316436722814
1.000001917827153e-09,120.0,692.9728065404036,5.0,1535.8750747407494,2348.8478812811527
1.0000019616264061e-09,120.0,691.274641409406,5.0,1533.2069477485736,2344.4815891579797
1.0000001039174785e-09,124.86974069294394,682.8225063474489,5.0,1519.870202974509,2327.562450014902
1.0000001711260389e-09,124.87121475123213,682.8201079946676,5.0,1519.866418342695,2327.557741088595
1.0000000801397747e-09,124.87710079631348,682.8106219367252,5.0,1519.8514441471052,2327.539166880144
1.0000000756554797e-09,124.88034139040414,682.805397724832,5.0,1519.8431980558676,2327.5289371711037
9.99999999999999e-10,120.0,682.6106045528902,5.0,1519.5725463685749,2322.1831509214653
1.000000000035452e-09,120.0,682.2935643619628,5.0,1519.0796699615598,2321.3732343235224
9.99999999999999e-10,120.00000016432011,682.2734460910488,5.0,1519.0497016400222,2321.3231478953912
9.99999999999999e-10,120.00000020493381,682.2490793549917,5.0,1519.0118198987802,2321.260899458706
1.000000001726378e-09,120.0,682.2442993905391,5.0,1519.0044254915829,2321.248724882122
1.0000000042742795e-09,120.0,682.2344316032563,5.0,1518.9889151684356,2321.223346771692
1.0000000013073348e-09,120.0,682.234069332924,5.0,1518.9883458643053,2321.2224151972296
9.99999999999999e-10,120.00000087095249,682.2417999096873,5.0,1519.0106290676451,2321.252429848285
1.0000005703554971e-09,120.0,682.2414409917117,5.0,1519.0100726905075,2321.2515136822194
1.0000008242493184e-09,120.0,682.2438969739055,5.0,1519.0278343446178,2321.271731318523
1.0000000029744082e-09,120.00000076297157,682.2348973497853,5.0,1519.0074139071094,2321.2423120198664
4.990150498332253e-08,120.00000000002214,940.4700139991435,5.0,2530.4834454545344,3590.9534594537
6.891777309073463e-08,123.52615810690675,920.6778831896617,5.0,2734.8797281346897,3779.083769431258
7.620526111547344e-08,125.52161477827718,819.798724918528,5.0,2666.6038060379415,3611.9241457347466
1.1077927602037964e-07,134.17711983951008,458.7164834584501,5.0,2527.354569616585,3120.2481729145456
1.1634950828316483e-07,135.5204835459743,407.9246050944664,5.0,2516.520699898455,3059.9657885388956
1.1650444314261731e-07,135.50685526827914,413.875406790458,5.0,2527.7906814632906,3077.1729435220277
1.1693069147287498e-07,135.5570714633951,417.5831509211512,5.0,2538.8958134390427,3092.036035823589
1.1772692174552098e-07,135.69126926648102,418.6780529341079,5.0,2550.476919758537,3104.846241959126
1.1835746995299456e-07,135.7713838047649,423.32944157358463,5.0,2565.5949800404364,3124.695805418786
1.1964913946466527e-07,135.94240200395757,431.88131872596523,5.0,2595.0297344251308,3162.853455155054
1.2071558553022686e-07,136.07881862267615,439.63078629512444,5.0,2620.414382827608,3196.123987745408
1.2228056003046944e-07,136.3003084247115,447.9273720985061,5.0,2652.832584551242,3237.0602650744595
1.2371066326593596e-07,136.47792104665177,459.0982998166518,5.0,2688.097360261462,3283.673581124766
1.247734527837328e-07,136.60748310523152,467.74687693256004,5.0,2714.849612804856,3319.2039728426475
1.2504634340496451e-07,136.63084070931976,471.3873005720466,5.0,2723.9497672999987,3331.967908581365
1.2504881788706782e-07,136.6313267349789,471.3584498833891,5.0,2723.935072466912,3331.92484908528
1.2506281706082566e-07,136.63349950478255,471.2897792865702,5.0,2724.0005169519113,3331.9237957432642
1.2511780895380655e-07,136.64119676410058,471.01998489277673,5.0,2724.2575218811717,3331.918703538049
1.2533445617421677e-07,136.66760765802377,469.9575019299239,5.0,2725.2706066316655,3331.895716219613
1.2572940501337387e-07,136.7044787681147,468.02653490758905,5.0,2727.126652312394,3331.857665988098
1.2594025968159173e-07,136.70676910815428,467.0037652291472,5.0,2728.130097724298,3331.8406320615995
1.2657332698707362e-07,136.64451620830297,463.9192077152762,5.0,2731.1201891982773,3331.6839131218567
1.273854440278226e-07,136.40632495021035,459.990161641406,5.0,2734.9976749400575,3331.394161531674
1.2886292981973709e-07,135.52475822298115,452.8674893284251,5.0,2742.085876275861,3330.4781238272676
1.3114683058733595e-07,133.0236215008121,441.9891174716561,5.0,2753.2345641902625,3328.2473031627305
1.349240464765062e-07,125.8495069985201,424.2692507406465,5.0,2772.0576780491483,3322.176435788315
1.353905570301402e-07,120.00000000000006,422.07947379736953,5.0,2774.3128647025796,3316.3923384999493
1.2997177696649916e-07,120.0,445.1492141703065,5.0,2743.4742660064885,3308.623480176795
1.264907911530157e-07,120.00000000000063,461.9489708819616,5.0,2726.775256218579,3308.7242271005416
1.2641051460931092e-07,120.00000000000098,462.7503001236469,5.0,2727.040608211404,3309.790908335052
1.264119912083575e-07,120.0,462.7436344130933,5.0,2727.0484131707585,3309.792047583852
1.26413503610511e-07,120.0,462.7363545179421,5.0,2727.0556862346093,3309.7920407525517
1.264201604841226e-07,120.00000000000163,462.7043120553482,5.0,2727.087692710649,3309.792004765999
1.2644270175684542e-07,120.00000000000047,462.59583510707364,5.0,2727.196027024224,3309.791862131298
1.2645819370597977e-07,120.0,462.5213391474291,5.0,2727.2704425390293,3309.7917816864583
1.2649009662191162e-07,120.0,462.36798890087533,5.0,2727.423396300303,3309.7913852011784
1.2653673923586114e-07,120.0,462.14404176135196,5.0,2727.6464694462074,3309.7905112075596
1.2660850663852896e-07,120.00000000000037,461.80006975244424,5.0,2727.988138753905,3309.7882085063493
1.2674016680103856e-07,120.0,461.1706963777997,5.0,2728.610527887878,3309.781224265678
1.2693718841844437e-07,120.00000000000013,460.233415999689,5.0,2729.531447411007,3309.764863410696
1.272698304851111e-07,120.00000000000033,458.66227084337794,5.0,2731.0568802369107,3309.719151080289
1.2781451539185774e-07,120.00000000000072,456.1200937018484,5.0,2733.480359093944,3309.600452795793
1.286863427707122e-07,120.00000000000134,452.12942393154344,5.0,2737.1676178695166,3309.2970418010614
1.3014429327340668e-07,120.00000000000132,445.6573931751913,5.0,2742.826527761831,3308.483920937024
1.3255019197127488e-07,120.00000000000055,435.5010794037382,5.0,2750.8737881581997,3306.374867561938
1.3664103549298356e-07,120.00000000000092,419.56052780988193,5.0,2761.222102990878,3300.7826308007607
1.4375519222719167e-07,120.0,395.18988355093194,5.0,2770.8427467013844,3286.0326302523163
1.5657780282185774e-07,120.00000000000034,359.4765129128167,5.0,2767.5817604140116,3247.0582733268284
1.81224176339511e-07,120.0000000000006,310.28210116019517,5.0,2712.460579964889,3142.742681125085
2.3285758395998908e-07,120.00000000000087,251.14913483681588,5.0,2491.615871056073,2862.76500589289
3.552221080046259e-07,120.0,202.60123618833813,5.0,1795.0704364266762,2117.6716726150144
6.380284999131242e-07,120.0,245.58339209291512,5.0,332.25687493258965,697.8402670255048
7.615784687781186e-07,120.000000000002,355.34726776938646,5.0,777.7202939773063,1253.0675617466948
7.607388315738089e-07,120.00000000000234,353.27281721369604,5.0,726.081076963836,1199.3538941775344
7.521972277283221e-07,120.0,346.8985804431512,5.0,689.5621276185697,1156.4607080617209
7.440444715881191e-07,120.0,340.7636729082773,5.0,663.0429865035131,1123.8066594117904
7.38353032591203e-07,120.0,336.42444755397145,5.0,645.8399491634277,1102.2643967173992
7.35197664754847e-07,120.00000000000004,334.28387545208744,5.0,636.6565778739711,1090.9404533260586
7.351059021036782e-07,120.0,334.40327566907195,5.0,636.4095117870489,1090.812787456121
7.348086752933226e-07,120.0,335.02179243588955,5.0,635.5497980574507,1090.5715904933404
7.335627084920289e-07,120.00000000000134,337.85180496125946,5.0,631.534530038884,1089.3863350001448
7.286322963167881e-07,120.00000000000011,350.50320820333286,5.0,613.3840228626467,1083.8872310659797
7.124907533731048e-07,120.0000000000018,402.83582471837207,5.0,540.9701828055295,1063.8060075239032
7.134624638701698e-07,120.00000000000055,424.334444713229,5.0,522.9277909983547,1067.2622357115843
7.208246461019056e-07,120.00000000000225,451.8578808880117,5.0,486.7277974449859,1058.5856783329998
7.502807747668571e-07,120.0,488.27412334009495,5.0,432.52945951582274,1040.8035828559177
8.243015986061839e-07,120.00000000000036,519.7050790710696,5.0,368.67039319451277,1008.3754722655826
1.0058709299875128e-06,120.0,525.6489533258211,5.0,290.4991765725698,936.148129898391
1.368711479277314e-06,120.00000000000135,457.3352984076862,5.0,234.55815825969876,811.8934566673863
2.1318558871799005e-06,120.0,249.14065992740575,5.0,223.23990126163017,592.3805611890359
3.1638726414976086e-06,120.00000000000117,189.44755561630032,5.0,234.11519530268322,543.5627509189846
4.737978016086146e-06,120.00000000000038,141.06427756346403,5.0,196.85359288299026,457.9178704464547
8.506740382579624e-06,120.00000000000018,103.56155015816809,5.0,121.853962295558,345.41551245372625
1e-05,120.0,125.72342493274667,5.0,124.35510694005572,370.0785318728024
9.999999999999974e-06,120.00000000000094,120.98611987426924,5.0,125.11330834133803,366.0994282156082
1e-05,120.0,121.29442492989934,5.0,124.83308044715892,366.12750537705824
1e-05,120.0,121.89796154754063,5.0,124.22425789883931,366.12221944638
1e-05,120.0,121.89683802713927,5.0,124.22839248607738,366.12523051321665
1e-05,120.0,121.89683803019086,5.0,124.22839250112206,366.1252305313129
