energy,intensity,half_life,fraction_m,half_life_m
6.24,1.03,10471680,0,0
136.28,0.0311,10471680,0,0
152.32,0.083,10471680,0,0
9.424,21.86680513,10471680,0,0
56.28,18.7295601,10471680,0,0
57.535,32.6526501,10471680,0,0
65.315,10.80240167,10471680,0,0
66.067,13.71905012,10471680,0,0
66.981,2.916648451,10471680,0,0
