energy,intensity,half_life,fraction_m,half_life_m
89.36,2.4024,6048000,0,0
113.81,0.294,6048000,0,0
143.9,0,6048000,0,0
161.3,0.02268,6048000,0,0
229.6,0.68292,6048000,0,0
318.9,0.168,6048000,0,0
343.4,84,6048000,0,0
353.3,0.22848,6048000,0,0
433,1.4364,6048000,0,0
8.81,25.1,6048000,0,0
52.965,26.5,6048000,0,0
54.07,46.5,6048000,0,0
61.387,15.3,6048000,0,0
62.084,19.4,6048000,0,0
62.927,4.04,6048000,0,0
