energy,intensity,half_life,fraction_m,half_life_m
88.34,14.508,1.19E+18,0,0
201.83,77.9688,1.19E+18,0,0
306.78,93.6,1.19E+18,0,0
400.99,0.3744,1.19E+18,0,0
9.114,23.13837362,1.19E+18,0,0
54.608,9.61989209,1.19E+18,0,0
55.786,16.83565294,1.19E+18,0,0
63.333,5.554202824,1.19E+18,0,0
64.057,7.037174978,1.19E+18,0,0
64.935,1.482972154,1.19E+18,0,0
