energy,intensity,half_life,fraction_m,half_life_m
103.568,22.8,0.00547,0,0
233.99,114,0.00547,0,0
350.898,115.14,0.00547,0,0
390.581,114,0.00547,0,0
450.018,133.38,0.00547,0,0
9.74,24.30961864,0.00547,0,0
57.983,10.92976264,0.00547,0,0
59.32,18.98517047,0.00547,0,0
67.335,6.292937265,0.00547,0,0
68.117,8.017202075,0.00547,0,0
69.068,1.724264811,0.00547,0,0
